user_id,signup_date,acquisition_channel,device
518,29/05/2024,Google Ads,Desktop
519,27/01/2025,Facebook Ads,Desktop
520,15/01/2024,Facebook Ads,Mobile
521,22/03/2024,Facebook Ads,Mobile
522,13/02/2024,Google Ads,Mobile
523,11/11/2024,Facebook Ads,Desktop
524,15/06/2024,Facebook Ads,Mobile
525,12/06/2024,Facebook Ads,Mobile
526,26/02/2024,Facebook Ads,Desktop
527,18/02/2024,Referral,Mobile
528,29/01/2024,Organic,Desktop
529,06/01/2024,Referral,Mobile
530,29/06/2024,Google Ads,Desktop
531,30/05/2024,Facebook Ads,Desktop
532,05/01/2026,Organic,Desktop
533,27/05/2025,Google Ads,Desktop
534,13/03/2024,Facebook Ads,Mobile
535,11/05/2024,Facebook Ads,Mobile
536,17/09/2024,Facebook Ads,Mobile
537,19/06/2024,Facebook Ads,Desktop
538,26/01/2024,Google Ads,Desktop
539,23/02/2024,Organic,Mobile
540,13/01/2024,Facebook Ads,Desktop
541,04/10/2024,Facebook Ads,Mobile
542,24/03/2024,Organic,Desktop
543,24/01/2024,Facebook Ads,Desktop
544,10/04/2024,Google Ads,Mobile
545,27/03/2024,Referral,Mobile
546,09/02/2024,Facebook Ads,Mobile
547,11/01/2024,Facebook Ads,Desktop
548,10/04/2024,Google Ads,Mobile
549,07/03/2024,Google Ads,Mobile
550,13/05/2024,Organic,Mobile
551,07/03/2024,Organic,Mobile
552,21/06/2024,Facebook Ads,Mobile
553,13/03/2024,Organic,Desktop
554,15/03/2024,Google Ads,Mobile
555,07/07/2024,Facebook Ads,Desktop
556,16/02/2024,Organic,Desktop
557,13/01/2024,Facebook Ads,Mobile
558,03/01/2024,Google Ads,Mobile
559,06/05/2024,Facebook Ads,Desktop
560,28/03/2024,Google Ads,Desktop
561,19/04/2024,Google Ads,Mobile
562,22/01/2024,Organic,Mobile
563,14/01/2024,Facebook Ads,Mobile
564,02/01/2024,Google Ads,Desktop
565,08/02/2024,Google Ads,Mobile
566,21/03/2024,Organic,Mobile
567,14/02/2024,Organic,Desktop
568,21/02/2024,Organic,Desktop
569,30/07/2024,Organic,Mobile
570,08/02/2024,Referral,Mobile
571,05/03/2024,Google Ads,Desktop
572,17/05/2024,Google Ads,Mobile
573,15/02/2024,Organic,Mobile
574,28/03/2024,Referral,Desktop
575,27/06/2024,Referral,Mobile
576,25/09/2024,Google Ads,Desktop
577,15/01/2024,Facebook Ads,Desktop
578,23/08/2024,Google Ads,Mobile
579,01/03/2024,Organic,Mobile
580,27/01/2024,Google Ads,Desktop
581,25/02/2024,Google Ads,Desktop
582,18/12/2024,Organic,Desktop
583,02/03/2024,Google Ads,Desktop
584,05/02/2024,Referral,Mobile
585,31/03/2024,Google Ads,Desktop
586,25/01/2024,Google Ads,Mobile
587,08/01/2024,Google Ads,Mobile
588,13/01/2024,Organic,Mobile
589,13/01/2024,Facebook Ads,Mobile
590,15/01/2024,Facebook Ads,Desktop
591,14/01/2024,Referral,Mobile
592,02/04/2024,Facebook Ads,Mobile
593,19/01/2024,Organic,Mobile
594,08/02/2024,Organic,Desktop
595,23/07/2024,Google Ads,Desktop
596,27/02/2024,Organic,Mobile
597,09/04/2024,Facebook Ads,Mobile
598,18/01/2024,Organic,Mobile
599,20/01/2024,Google Ads,Desktop
600,04/01/2024,Organic,Desktop
601,17/01/2024,Facebook Ads,Mobile
602,30/01/2024,Organic,Desktop
603,18/01/2024,Facebook Ads,Mobile
604,09/01/2024,Facebook Ads,Desktop
605,12/01/2024,Facebook Ads,Mobile
606,25/02/2024,Facebook Ads,Mobile
607,21/01/2024,Organic,Mobile
608,10/02/2024,Facebook Ads,Mobile
609,04/03/2024,Referral,Desktop
610,15/04/2024,Referral,Mobile
611,04/01/2024,Organic,Desktop
612,24/05/2024,Facebook Ads,Desktop
613,29/03/2024,Google Ads,Mobile
614,08/01/2024,Organic,Mobile
615,05/07/2024,Google Ads,Mobile
616,16/08/2024,Facebook Ads,Desktop
617,06/01/2024,Organic,Mobile
618,30/01/2024,Organic,Mobile
619,27/05/2024,Organic,Mobile
620,04/05/2024,Facebook Ads,Desktop
621,19/01/2024,Organic,Mobile
622,22/01/2024,Facebook Ads,Mobile
623,11/02/2024,Facebook Ads,Mobile
624,29/02/2024,Referral,Mobile
625,27/03/2024,Facebook Ads,Desktop
626,11/02/2024,Facebook Ads,Mobile
627,25/02/2024,Facebook Ads,Desktop
628,03/05/2024,Referral,Desktop
629,04/01/2024,Organic,Desktop
630,27/01/2024,Organic,Desktop
631,22/04/2024,Organic,Mobile
632,22/07/2024,Facebook Ads,Mobile
633,05/03/2024,Google Ads,Desktop
634,09/03/2024,Google Ads,Mobile
635,11/01/2024,Facebook Ads,Desktop
636,23/02/2024,Google Ads,Mobile
637,09/03/2024,Referral,Desktop
638,25/01/2024,Facebook Ads,Desktop
639,29/01/2024,Facebook Ads,Mobile
640,12/02/2024,Facebook Ads,Mobile
641,02/01/2024,Facebook Ads,Desktop
642,04/02/2024,Referral,Desktop
643,22/01/2024,Google Ads,Mobile
644,05/02/2024,Google Ads,Desktop
645,12/01/2024,Organic,Mobile
646,18/07/2024,Facebook Ads,Mobile
647,22/03/2024,Google Ads,Desktop
648,12/04/2024,Google Ads,Desktop
649,20/05/2024,Organic,Desktop
650,03/03/2024,Referral,Desktop
651,09/01/2024,Organic,Mobile
652,10/03/2024,Google Ads,Desktop
653,20/03/2024,Organic,Mobile
654,03/05/2024,Facebook Ads,Mobile
655,20/02/2024,Facebook Ads,Mobile
656,13/01/2024,Facebook Ads,Mobile
657,31/01/2024,Google Ads,Mobile
658,10/02/2024,Google Ads,Mobile
659,03/04/2024,Organic,Mobile
660,17/03/2024,Referral,Mobile
661,09/02/2024,Google Ads,Desktop
662,22/01/2025,Google Ads,Mobile
663,24/03/2024,Facebook Ads,Mobile
664,25/01/2024,Facebook Ads,Desktop
665,10/01/2024,Organic,Desktop
666,15/01/2024,Google Ads,Desktop
667,26/01/2024,Organic,Mobile
668,16/01/2024,Facebook Ads,Desktop
669,19/01/2024,Facebook Ads,Mobile
670,31/01/2024,Google Ads,Mobile
671,18/01/2024,Facebook Ads,Mobile
672,23/07/2024,Facebook Ads,Desktop
673,08/01/2024,Organic,Mobile
674,07/03/2024,Facebook Ads,Mobile
675,17/02/2024,Organic,Mobile
676,29/12/2024,Facebook Ads,Desktop
677,11/01/2024,Facebook Ads,Desktop
678,15/02/2024,Google Ads,Mobile
679,10/11/2024,Organic,Desktop
680,29/06/2024,Google Ads,Mobile
681,01/06/2024,Organic,Desktop
682,27/01/2024,Facebook Ads,Mobile
683,17/01/2024,Organic,Desktop
684,09/04/2024,Facebook Ads,Mobile
685,26/08/2024,Organic,Desktop
686,14/03/2024,Organic,Mobile
687,17/03/2024,Referral,Mobile
688,30/01/2024,Google Ads,Mobile
689,12/05/2024,Facebook Ads,Mobile
690,19/01/2024,Facebook Ads,Mobile
691,05/02/2024,Organic,Desktop
692,19/02/2024,Google Ads,Mobile
693,04/03/2024,Organic,Desktop
694,25/01/2024,Facebook Ads,Desktop
695,11/01/2024,Google Ads,Desktop
696,25/03/2024,Facebook Ads,Desktop
697,31/01/2024,Referral,Desktop
698,19/03/2024,Organic,Mobile
699,16/01/2024,Referral,Desktop
700,29/02/2024,Facebook Ads,Mobile
701,09/03/2024,Organic,Desktop
702,05/01/2024,Organic,Desktop
703,06/02/2024,Google Ads,Mobile
704,13/01/2024,Organic,Mobile
705,06/01/2024,Referral,Mobile
706,18/02/2025,Referral,Desktop
707,05/02/2024,Organic,Desktop
